"","...1","...2","file_id","date","newspaper_name","newspaper_city","newspaper_state","URL","sn","year","month","day","edition","news_address","has_article_highlights","last_modified","num_annotations","flag_irrelevant","flag_bad_layout","flag_other","last_modified_by","last_modified_by_name","newspaper_state_clean"
"19224",19224,19224,35603,1895-09-04,"Barbour County index","Medicine Lodge",NA,"https://articleextractor.org/pages//35603/khi_harvey_ver03/sn82015080/1895/09/04/ed-1/seq-1/0?user_id=6","sn82015080",1895,"09","04","ed-1","Medicine Lodge,",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,NA
"19225",19225,19225,35604,1894-01-17,"Barbour County index","Medicine Lodge",NA,"https://articleextractor.org/pages//35604/khi_harvey_ver03/sn82015080/1894/01/17/ed-1/seq-1/0?user_id=6","sn82015080",1894,"01","17","ed-1","Medicine Lodge,",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,NA
"19226",19226,19226,35605,1888-07-04,"Barbour County index","Medicine Lodge",NA,"https://articleextractor.org/pages//35605/khi_harvey_ver03/sn82015080/1888/07/04/ed-1/seq-3/0?user_id=6","sn82015080",1888,"07","04","ed-1","Medicine Lodge,",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,NA
"19227",19227,19227,35606,1894-05-23,"Barbour County index","Medicine Lodge",NA,"https://articleextractor.org/pages//35606/khi_harvey_ver03/sn82015080/1894/05/23/ed-1/seq-1/0?user_id=6","sn82015080",1894,"05","23","ed-1","Medicine Lodge,",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,NA
"19228",19228,19228,35607,1897-03-24,"Barbour County index","Medicine Lodge",NA,"https://articleextractor.org/pages//35607/khi_harvey_ver03/sn82015080/1897/03/24/ed-1/seq-4/0?user_id=6","sn82015080",1897,"03","24","ed-1","Medicine Lodge,",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,NA
"19229",19229,19229,35608,1886-06-04,"Barbour County index","Medicine Lodge",NA,"https://articleextractor.org/pages//35608/khi_harvey_ver03/sn82015080/1886/06/04/ed-1/seq-3/0?user_id=6","sn82015080",1886,"06","04","ed-1","Medicine Lodge,",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,NA
"19230",19230,19230,35609,1889-02-13,"Barbour County index","Medicine Lodge",NA,"https://articleextractor.org/pages//35609/khi_harvey_ver03/sn82015080/1889/02/13/ed-1/seq-2/0?user_id=6","sn82015080",1889,"02","13","ed-1","Medicine Lodge,",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,NA
"19231",19231,19231,35610,1892-10-26,"Barbour County index","Medicine Lodge",NA,"https://articleextractor.org/pages//35610/khi_harvey_ver03/sn82015080/1892/10/26/ed-1/seq-2/0?user_id=6","sn82015080",1892,"10","26","ed-1","Medicine Lodge,",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,NA
"19232",19232,19232,35612,1899-06-28,"Barbour County index","Medicine Lodge",NA,"https://articleextractor.org/pages//35612/khi_harvey_ver03/sn82015080/1899/06/28/ed-1/seq-1/0?user_id=6","sn82015080",1899,"06","28","ed-1","Medicine Lodge,",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,NA
"19233",19233,19233,35613,1897-05-19,"Barbour County index","Medicine Lodge",NA,"https://articleextractor.org/pages//35613/khi_harvey_ver03/sn82015080/1897/05/19/ed-1/seq-1/0?user_id=6","sn82015080",1897,"05","19","ed-1","Medicine Lodge,",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,NA
"19234",19234,19234,35614,1893-12-06,"Barbour County index","Medicine Lodge",NA,"https://articleextractor.org/pages//35614/khi_harvey_ver03/sn82015080/1893/12/06/ed-1/seq-1/0?user_id=6","sn82015080",1893,"12","06","ed-1","Medicine Lodge,",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,NA
"19235",19235,19235,35616,1899-02-22,"Barbour County index","Medicine Lodge",NA,"https://articleextractor.org/pages//35616/khi_harvey_ver03/sn82015080/1899/02/22/ed-1/seq-1/0?user_id=6","sn82015080",1899,"02","22","ed-1","Medicine Lodge,",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,NA
"19236",19236,19236,35617,1900-02-21,"Barbour County index","Medicine Lodge",NA,"https://articleextractor.org/pages//35617/khi_harvey_ver03/sn82015080/1900/02/21/ed-1/seq-1/0?user_id=6","sn82015080",1900,"02","21","ed-1","Medicine Lodge,",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,NA
"19237",19237,19237,35618,1901-05-15,"Barbour County index","Medicine Lodge",NA,"https://articleextractor.org/pages//35618/khi_harvey_ver03/sn82015080/1901/05/15/ed-1/seq-1/0?user_id=6","sn82015080",1901,"05","15","ed-1","Medicine Lodge,",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,NA
"19238",19238,19238,35619,1899-08-02,"Barbour County index","Medicine Lodge",NA,"https://articleextractor.org/pages//35619/khi_harvey_ver03/sn82015080/1899/08/02/ed-1/seq-1/0?user_id=6","sn82015080",1899,"08","02","ed-1","Medicine Lodge,",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,NA
"19239",19239,19239,35620,1900-11-28,"Barbour County index","Medicine Lodge",NA,"https://articleextractor.org/pages//35620/khi_harvey_ver03/sn82015080/1900/11/28/ed-1/seq-1/0?user_id=6","sn82015080",1900,"11","28","ed-1","Medicine Lodge,",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,NA
"19240",19240,19240,35621,1895-06-19,"Barbour County index","Medicine Lodge",NA,"https://articleextractor.org/pages//35621/khi_harvey_ver03/sn82015080/1895/06/19/ed-1/seq-4/0?user_id=6","sn82015080",1895,"06","19","ed-1","Medicine Lodge,",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,NA
"19241",19241,19241,35622,1900-11-28,"Barbour County index","Medicine Lodge",NA,"https://articleextractor.org/pages//35622/khi_harvey_ver03/sn82015080/1900/11/28/ed-1/seq-4/0?user_id=6","sn82015080",1900,"11","28","ed-1","Medicine Lodge,",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,NA
"19242",19242,19242,35623,1902-01-08,"Barbour County index","Medicine Lodge",NA,"https://articleextractor.org/pages//35623/khi_harvey_ver03/sn82015080/1902/01/08/ed-1/seq-3/0?user_id=6","sn82015080",1902,"01","08","ed-1","Medicine Lodge,",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,NA
"19243",19243,19243,35624,1901-06-19,"Barbour County index","Medicine Lodge",NA,"https://articleextractor.org/pages//35624/khi_harvey_ver03/sn82015080/1901/06/19/ed-1/seq-1/0?user_id=6","sn82015080",1901,"06","19","ed-1","Medicine Lodge,",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,NA
"19244",19244,19244,35625,1901-08-07,"Barbour County index","Medicine Lodge",NA,"https://articleextractor.org/pages//35625/khi_harvey_ver03/sn82015080/1901/08/07/ed-1/seq-1/0?user_id=6","sn82015080",1901,"08","07","ed-1","Medicine Lodge,",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,NA
"19245",19245,19245,35626,1906-05-02,"Barbour County index","Medicine Lodge",NA,"https://articleextractor.org/pages//35626/khi_harvey_ver03/sn82015080/1906/05/02/ed-1/seq-7/0?user_id=6","sn82015080",1906,"05","02","ed-1","Medicine Lodge,",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,NA
"19246",19246,19246,35627,1903-01-28,"Barbour County index","Medicine Lodge",NA,"https://articleextractor.org/pages//35627/khi_harvey_ver03/sn82015080/1903/01/28/ed-1/seq-4/0?user_id=6","sn82015080",1903,"01","28","ed-1","Medicine Lodge,",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,NA
"19247",19247,19247,35628,1899-06-21,"Barbour County index","Medicine Lodge",NA,"https://articleextractor.org/pages//35628/khi_harvey_ver03/sn82015080/1899/06/21/ed-1/seq-1/0?user_id=6","sn82015080",1899,"06","21","ed-1","Medicine Lodge,",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,NA
"19248",19248,19248,35629,1906-12-05,"Barbour County index","Medicine Lodge",NA,"https://articleextractor.org/pages//35629/khi_harvey_ver03/sn82015080/1906/12/05/ed-1/seq-2/0?user_id=6","sn82015080",1906,"12","05","ed-1","Medicine Lodge,",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,NA
"19249",19249,19249,35630,1907-03-20,"Barbour County index","Medicine Lodge",NA,"https://articleextractor.org/pages//35630/khi_harvey_ver03/sn82015080/1907/03/20/ed-1/seq-6/0?user_id=6","sn82015080",1907,"03","20","ed-1","Medicine Lodge,",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,NA
"19250",19250,19250,35631,1903-01-14,"Barbour County index","Medicine Lodge",NA,"https://articleextractor.org/pages//35631/khi_harvey_ver03/sn82015080/1903/01/14/ed-1/seq-6/0?user_id=6","sn82015080",1903,"01","14","ed-1","Medicine Lodge,",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,NA
"19251",19251,19251,35632,1907-09-11,"Barbour County index","Medicine Lodge",NA,"https://articleextractor.org/pages//35632/khi_harvey_ver03/sn82015080/1907/09/11/ed-1/seq-8/0?user_id=6","sn82015080",1907,"09","11","ed-1","Medicine Lodge,",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,NA
"19252",19252,19252,35633,1900-01-03,"Barbour County index","Medicine Lodge",NA,"https://articleextractor.org/pages//35633/khi_harvey_ver03/sn82015080/1900/01/03/ed-1/seq-1/0?user_id=6","sn82015080",1900,"01","03","ed-1","Medicine Lodge,",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,NA
"19253",19253,19253,35634,1908-02-26,"Barbour County index","Medicine Lodge",NA,"https://articleextractor.org/pages//35634/khi_harvey_ver03/sn82015080/1908/02/26/ed-1/seq-6/0?user_id=6","sn82015080",1908,"02","26","ed-1","Medicine Lodge,",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,NA
"19254",19254,19254,35635,1897-06-09,"Barbour County index","Medicine Lodge",NA,"https://articleextractor.org/pages//35635/khi_harvey_ver03/sn82015080/1897/06/09/ed-1/seq-1/0?user_id=6","sn82015080",1897,"06","09","ed-1","Medicine Lodge,",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,NA
"19255",19255,19255,35636,1897-07-28,"Barbour County index","Medicine Lodge",NA,"https://articleextractor.org/pages//35636/khi_harvey_ver03/sn82015080/1897/07/28/ed-1/seq-1/0?user_id=6","sn82015080",1897,"07","28","ed-1","Medicine Lodge,",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,NA
"19256",19256,19256,35637,1895-08-28,"Barbour County index","Medicine Lodge",NA,"https://articleextractor.org/pages//35637/khi_harvey_ver03/sn82015080/1895/08/28/ed-1/seq-1/0?user_id=6","sn82015080",1895,"08","28","ed-1","Medicine Lodge,",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,NA
"19257",19257,19257,35638,1887-07-12,"Wichita eagle","Wichita","Kan 1886-1890","https://articleextractor.org/pages//35638/khi_hickok_ver01/sn85032490/1887/07/12/ed-1/seq-1/0?user_id=6","sn85032490",1887,"07","12","ed-1","Wichita,  Kan 1886-1890",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"KS"
"19258",19258,19258,35639,1908-03-25,"Barbour County index","Medicine Lodge",NA,"https://articleextractor.org/pages//35639/khi_harvey_ver03/sn82015080/1908/03/25/ed-1/seq-1/0?user_id=6","sn82015080",1908,"03","25","ed-1","Medicine Lodge,",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,NA
"19259",19259,19259,35640,1908-01-08,"Barbour County index","Medicine Lodge",NA,"https://articleextractor.org/pages//35640/khi_harvey_ver03/sn82015080/1908/01/08/ed-1/seq-6/0?user_id=6","sn82015080",1908,"01","08","ed-1","Medicine Lodge,",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,NA
"19260",19260,19260,35641,1887-07-28,"Wichita eagle","Wichita","Kan 1886-1890","https://articleextractor.org/pages//35641/khi_hickok_ver01/sn85032490/1887/07/28/ed-1/seq-5/0?user_id=6","sn85032490",1887,"07","28","ed-1","Wichita,  Kan 1886-1890",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"KS"
"19261",19261,19261,35642,1887-06-24,"Wichita eagle","Wichita","Kan 1886-1890","https://articleextractor.org/pages//35642/khi_hickok_ver01/sn85032490/1887/06/24/ed-1/seq-1/0?user_id=6","sn85032490",1887,"06","24","ed-1","Wichita,  Kan 1886-1890",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"KS"
"19262",19262,19262,35643,1887-08-26,"Wichita eagle","Wichita","Kan 1886-1890","https://articleextractor.org/pages//35643/khi_hickok_ver01/sn85032490/1887/08/26/ed-1/seq-5/0?user_id=6","sn85032490",1887,"08","26","ed-1","Wichita,  Kan 1886-1890",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"KS"
"19263",19263,19263,35644,1887-08-27,"Wichita eagle","Wichita","Kan 1886-1890","https://articleextractor.org/pages//35644/khi_hickok_ver01/sn85032490/1887/08/27/ed-1/seq-1/0?user_id=6","sn85032490",1887,"08","27","ed-1","Wichita,  Kan 1886-1890",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"KS"
"19264",19264,19264,35645,1887-08-03,"Wichita eagle","Wichita","Kan 1886-1890","https://articleextractor.org/pages//35645/khi_hickok_ver01/sn85032490/1887/08/03/ed-1/seq-5/0?user_id=6","sn85032490",1887,"08","03","ed-1","Wichita,  Kan 1886-1890",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"KS"
"19265",19265,19265,35646,1887-07-31,"Wichita eagle","Wichita","Kan 1886-1890","https://articleextractor.org/pages//35646/khi_hickok_ver01/sn85032490/1887/07/31/ed-1/seq-5/0?user_id=6","sn85032490",1887,"07","31","ed-1","Wichita,  Kan 1886-1890",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"KS"
"19266",19266,19266,35647,1887-12-16,"Wichita eagle","Wichita","Kan 1886-1890","https://articleextractor.org/pages//35647/khi_hickok_ver01/sn85032490/1887/12/16/ed-1/seq-1/0?user_id=6","sn85032490",1887,"12","16","ed-1","Wichita,  Kan 1886-1890",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"KS"
"19267",19267,19267,35648,1888-01-03,"Wichita eagle","Wichita","Kan 1886-1890","https://articleextractor.org/pages//35648/khi_hickok_ver01/sn85032490/1888/01/03/ed-1/seq-2/0?user_id=6","sn85032490",1888,"01","03","ed-1","Wichita,  Kan 1886-1890",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"KS"
"19268",19268,19268,35649,1886-11-26,"Wichita eagle","Wichita","Kan 1886-1890","https://articleextractor.org/pages//35649/khi_hickok_ver01/sn85032490/1886/11/26/ed-1/seq-1/0?user_id=6","sn85032490",1886,"11","26","ed-1","Wichita,  Kan 1886-1890",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"KS"
"19269",19269,19269,35650,1905-04-05,"Barbour County index","Medicine Lodge",NA,"https://articleextractor.org/pages//35650/khi_harvey_ver03/sn82015080/1905/04/05/ed-1/seq-3/0?user_id=6","sn82015080",1905,"04","05","ed-1","Medicine Lodge,",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,NA
"19270",19270,19270,35653,1910-01-19,"Barbour County index","Medicine Lodge",NA,"https://articleextractor.org/pages//35653/khi_harvey_ver03/sn82015080/1910/01/19/ed-1/seq-3/0?user_id=6","sn82015080",1910,"01","19","ed-1","Medicine Lodge,",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,NA
"19271",19271,19271,35654,1888-05-02,"Wichita eagle","Wichita","Kan 1886-1890","https://articleextractor.org/pages//35654/khi_hickok_ver01/sn85032490/1888/05/02/ed-1/seq-1/0?user_id=6","sn85032490",1888,"05","02","ed-1","Wichita,  Kan 1886-1890",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"KS"
"19272",19272,19272,35655,1887-07-10,"Wichita eagle","Wichita","Kan 1886-1890","https://articleextractor.org/pages//35655/khi_hickok_ver01/sn85032490/1887/07/10/ed-1/seq-1/0?user_id=6","sn85032490",1887,"07","10","ed-1","Wichita,  Kan 1886-1890",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"KS"
"19273",19273,19273,35656,1888-01-29,"Wichita eagle","Wichita","Kan 1886-1890","https://articleextractor.org/pages//35656/khi_hickok_ver01/sn85032490/1888/01/29/ed-1/seq-2/0?user_id=6","sn85032490",1888,"01","29","ed-1","Wichita,  Kan 1886-1890",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"KS"
"19274",19274,19274,35657,1888-06-13,"Wichita eagle","Wichita","Kan 1886-1890","https://articleextractor.org/pages//35657/khi_hickok_ver01/sn85032490/1888/06/13/ed-1/seq-1/0?user_id=6","sn85032490",1888,"06","13","ed-1","Wichita,  Kan 1886-1890",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"KS"
"19275",19275,19275,35658,1888-01-29,"Wichita eagle","Wichita","Kan 1886-1890","https://articleextractor.org/pages//35658/khi_hickok_ver01/sn85032490/1888/01/29/ed-1/seq-1/0?user_id=6","sn85032490",1888,"01","29","ed-1","Wichita,  Kan 1886-1890",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"KS"
"19276",19276,19276,35659,1888-06-21,"Wichita eagle","Wichita","Kan 1886-1890","https://articleextractor.org/pages//35659/khi_hickok_ver01/sn85032490/1888/06/21/ed-1/seq-2/0?user_id=6","sn85032490",1888,"06","21","ed-1","Wichita,  Kan 1886-1890",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"KS"
"19277",19277,19277,35660,1888-10-02,"Wichita eagle","Wichita","Kan 1886-1890","https://articleextractor.org/pages//35660/khi_hickok_ver01/sn85032490/1888/10/02/ed-1/seq-1/0?user_id=6","sn85032490",1888,"10","02","ed-1","Wichita,  Kan 1886-1890",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"KS"
"19278",19278,19278,35661,1888-03-20,"Wichita eagle","Wichita","Kan 1886-1890","https://articleextractor.org/pages//35661/khi_hickok_ver01/sn85032490/1888/03/20/ed-1/seq-1/0?user_id=6","sn85032490",1888,"03","20","ed-1","Wichita,  Kan 1886-1890",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"KS"
"19279",19279,19279,35662,1888-07-31,"Wichita eagle","Wichita","Kan 1886-1890","https://articleextractor.org/pages//35662/khi_hickok_ver01/sn85032490/1888/07/31/ed-1/seq-7/0?user_id=6","sn85032490",1888,"07","31","ed-1","Wichita,  Kan 1886-1890",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"KS"
"19280",19280,19280,35663,1888-05-05,"Wichita eagle","Wichita","Kan 1886-1890","https://articleextractor.org/pages//35663/khi_hickok_ver01/sn85032490/1888/05/05/ed-1/seq-2/0?user_id=6","sn85032490",1888,"05","05","ed-1","Wichita,  Kan 1886-1890",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"KS"
"19281",19281,19281,35664,1888-12-25,"Wichita eagle","Wichita","Kan 1886-1890","https://articleextractor.org/pages//35664/khi_hickok_ver01/sn85032490/1888/12/25/ed-1/seq-2/0?user_id=6","sn85032490",1888,"12","25","ed-1","Wichita,  Kan 1886-1890",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"KS"
"19282",19282,19282,35665,1887-12-20,"Wichita eagle","Wichita","Kan 1886-1890","https://articleextractor.org/pages//35665/khi_hickok_ver01/sn85032490/1887/12/20/ed-1/seq-2/0?user_id=6","sn85032490",1887,"12","20","ed-1","Wichita,  Kan 1886-1890",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"KS"
"19283",19283,19283,35666,1887-12-01,"Wichita eagle","Wichita","Kan 1886-1890","https://articleextractor.org/pages//35666/khi_hickok_ver01/sn85032490/1887/12/01/ed-1/seq-1/0?user_id=6","sn85032490",1887,"12","01","ed-1","Wichita,  Kan 1886-1890",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"KS"
"19284",19284,19284,35667,1897-09-22,"Barbour County index","Medicine Lodge",NA,"https://articleextractor.org/pages//35667/khi_harvey_ver03/sn82015080/1897/09/22/ed-1/seq-1/0?user_id=6","sn82015080",1897,"09","22","ed-1","Medicine Lodge,",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,NA
"19285",19285,19285,35668,1888-07-25,"Wichita eagle","Wichita","Kan 1886-1890","https://articleextractor.org/pages//35668/khi_hickok_ver01/sn85032490/1888/07/25/ed-1/seq-2/0?user_id=6","sn85032490",1888,"07","25","ed-1","Wichita,  Kan 1886-1890",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"KS"
"19286",19286,19286,35669,1888-02-04,"Wichita eagle","Wichita","Kan 1886-1890","https://articleextractor.org/pages//35669/khi_hickok_ver01/sn85032490/1888/02/04/ed-1/seq-1/0?user_id=6","sn85032490",1888,"02","04","ed-1","Wichita,  Kan 1886-1890",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"KS"
"19287",19287,19287,35670,1889-07-11,"Wichita eagle","Wichita","Kan 1886-1890","https://articleextractor.org/pages//35670/khi_hickok_ver01/sn85032490/1889/07/11/ed-1/seq-4/0?user_id=6","sn85032490",1889,"07","11","ed-1","Wichita,  Kan 1886-1890",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"KS"
"19288",19288,19288,35671,1889-07-16,"Wichita eagle","Wichita","Kan 1886-1890","https://articleextractor.org/pages//35671/khi_hickok_ver01/sn85032490/1889/07/16/ed-1/seq-2/0?user_id=6","sn85032490",1889,"07","16","ed-1","Wichita,  Kan 1886-1890",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"KS"
"19289",19289,19289,35672,1889-06-22,"Wichita eagle","Wichita","Kan 1886-1890","https://articleextractor.org/pages//35672/khi_hickok_ver01/sn85032490/1889/06/22/ed-1/seq-2/0?user_id=6","sn85032490",1889,"06","22","ed-1","Wichita,  Kan 1886-1890",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"KS"
"19290",19290,19290,35673,1889-06-14,"Wichita eagle","Wichita","Kan 1886-1890","https://articleextractor.org/pages//35673/khi_hickok_ver01/sn85032490/1889/06/14/ed-1/seq-4/0?user_id=6","sn85032490",1889,"06","14","ed-1","Wichita,  Kan 1886-1890",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"KS"
"19291",19291,19291,35674,1889-06-18,"Wichita eagle","Wichita","Kan 1886-1890","https://articleextractor.org/pages//35674/khi_hickok_ver01/sn85032490/1889/06/18/ed-1/seq-1/0?user_id=6","sn85032490",1889,"06","18","ed-1","Wichita,  Kan 1886-1890",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"KS"
"19292",19292,19292,35675,1889-04-18,"Wichita eagle","Wichita","Kan 1886-1890","https://articleextractor.org/pages//35675/khi_hickok_ver01/sn85032490/1889/04/18/ed-1/seq-2/0?user_id=6","sn85032490",1889,"04","18","ed-1","Wichita,  Kan 1886-1890",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"KS"
"19293",19293,19293,35676,1888-09-22,"Wichita eagle","Wichita","Kan 1886-1890","https://articleextractor.org/pages//35676/khi_hickok_ver01/sn85032490/1888/09/22/ed-1/seq-7/0?user_id=6","sn85032490",1888,"09","22","ed-1","Wichita,  Kan 1886-1890",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"KS"
"19294",19294,19294,35677,1889-03-15,"Wichita eagle","Wichita","Kan 1886-1890","https://articleextractor.org/pages//35677/khi_hickok_ver01/sn85032490/1889/03/15/ed-1/seq-2/0?user_id=6","sn85032490",1889,"03","15","ed-1","Wichita,  Kan 1886-1890",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"KS"
"19295",19295,19295,35679,1888-12-11,"Wichita eagle","Wichita","Kan 1886-1890","https://articleextractor.org/pages//35679/khi_hickok_ver01/sn85032490/1888/12/11/ed-1/seq-2/0?user_id=6","sn85032490",1888,"12","11","ed-1","Wichita,  Kan 1886-1890",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"KS"
"19296",19296,19296,35681,1889-10-06,"Wichita eagle","Wichita","Kan 1886-1890","https://articleextractor.org/pages//35681/khi_hickok_ver01/sn85032490/1889/10/06/ed-1/seq-12/0?user_id=6","sn85032490",1889,"10","06","ed-1","Wichita,  Kan 1886-1890",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"KS"
"19297",19297,19297,35682,1889-08-31,"Wichita eagle","Wichita","Kan 1886-1890","https://articleextractor.org/pages//35682/khi_hickok_ver01/sn85032490/1889/08/31/ed-1/seq-1/0?user_id=6","sn85032490",1889,"08","31","ed-1","Wichita,  Kan 1886-1890",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"KS"
"19298",19298,19298,35683,1890-01-03,"Wichita eagle","Wichita","Kan 1886-1890","https://articleextractor.org/pages//35683/khi_hickok_ver01/sn85032490/1890/01/03/ed-1/seq-1/0?user_id=6","sn85032490",1890,"01","03","ed-1","Wichita,  Kan 1886-1890",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"KS"
